dep;week;P;T;cl_age90;pop
03;2020-S21;0;45;90;7107
03;2020-S21;27;1131;0;331315
03;2020-S22;0;52;09;30871
03;2020-S22;1;64;19;35788
03;2020-S22;0;109;29;28141
03;2020-S22;0;115;39;33349
03;2020-S22;1;150;49;39464
03;2020-S22;3;157;59;45840
03;2020-S22;3;144;69;48958
03;2020-S22;0;134;79;38220
03;2020-S22;0;109;89;23577
03;2020-S22;1;58;90;7107
03;2020-S22;9;1093;0;331315
03;2020-S23;0;32;09;30871
03;2020-S23;0;105;19;35788
03;2020-S23;1;187;29;28141
03;2020-S23;0;161;39;33349
03;2020-S23;0;141;49;39464
03;2020-S23;0;156;59;45840
03;2020-S23;0;123;69;48958
03;2020-S23;0;128;79;38220
03;2020-S23;2;110;89;23577
03;2020-S23;0;74;90;7107
03;2020-S23;3;1217;0;331315
03;2020-S24;1;27;09;30871
03;2020-S24;1;74;19;35788
03;2020-S24;1;82;29;28141
03;2020-S24;1;93;39;33349
03;2020-S24;0;90;49;39464
03;2020-S24;0;119;59;45840
03;2020-S24;1;125;69;48958
03;2020-S24;0;139;79;38220
03;2020-S24;1;95;89;23577
03;2020-S24;1;29;90;7107
03;2020-S24;7;873;0;331315
03;2020-S25;0;57;09;30871
03;2020-S25;1;76;19;35788
03;2020-S25;0;111;29;28141
03;2020-S25;2;135;39;33349
03;2020-S25;2;154;49;39464
03;2020-S25;0;146;59;45840
03;2020-S25;0;146;69;48958
03;2020-S25;0;148;79;38220
03;2020-S25;0;100;89;23577
03;2020-S25;0;37;90;7107
03;2020-S25;5;1112;0;331315
03;2020-S26;1;49;09;30871
03;2020-S26;0;77;19;35788
03;2020-S26;1;112;29;28141
03;2020-S26;1;127;39;33349
03;2020-S26;0;132;49;39464
03;2020-S26;0;126;59;45840
03;2020-S26;0;114;69;48958
03;2020-S26;0;158;79;38220
03;2020-S26;0;111;89;23577
03;2020-S26;0;36;90;7107
03;2020-S26;3;1042;0;331315
03;2020-S27;0;91;09;30871
03;2020-S27;3;123;19;35788
03;2020-S27;0;140;29;28141
03;2020-S27;0;123;39;33349
03;2020-S27;0;119;49;39464
03;2020-S27;2;190;59;45840
03;2020-S27;0;135;69;48958
03;2020-S27;0;168;79;38220
03;2020-S27;1;103;89;23577
03;2020-S27;0;40;90;7107
03;2020-S27;7;1234;0;331315
03;2020-S28;0;86;09;30871
03;2020-S28;0;101;19;35788
03;2020-S28;0;115;29;28141
03;2020-S28;1;133;39;33349
03;2020-S28;0;111;49;39464
03;2020-S28;0;142;59;45840
03;2020-S28;1;155;69;48958
03;2020-S28;1;144;79;38220
03;2020-S28;0;99;89;23577
03;2020-S28;0;37;90;7107
03;2020-S28;3;1124;0;331315
03;2020-S29;0;78;09;30871
03;2020-S29;0;106;19;35788
03;2020-S29;1;139;29;28141
03;2020-S29;4;138;39;33349
03;2020-S29;3;131;49;39464
03;2020-S29;0;117;59;45840
03;2020-S29;0;178;69;48958
03;2020-S29;0;172;79;38220
03;2020-S29;0;112;89;23577
03;2020-S29;0;43;90;7107
03;2020-S29;8;1214;0;331315
03;2020-S30;4;106;09;30871
03;2020-S30;1;141;19;35788
03;2020-S30;6;177;29;28141
03;2020-S30;1;181;39;33349
03;2020-S30;1;172;49;39464
03;2020-S30;0;175;59;45840
03;2020-S30;0;205;69;48958
03;2020-S30;2;209;79;38220
03;2020-S30;0;137;89;23577
03;2020-S30;0;45;90;7107
03;2020-S30;15;1549;0;331315
03;2020-S31;0;105;09;30871
03;2020-S31;3;215;19;35788
03;2020-S31;1;301;29;28141
03;2020-S31;3;273;39;33349
03;2020-S31;0;271;49;39464
03;2020-S31;1;282;59;45840
03;2020-S31;1;249;69;48958
03;2020-S31;0;181;79;38220
03;2020-S31;0;130;89;23577
03;2020-S31;0;54;90;7107
03;2020-S31;9;2061;0;331315
03;2020-S32;1;65;09;30871
03;2020-S32;2;156;19;35788
03;2020-S32;1;215;29;28141
03;2020-S32;1;219;39;33349
03;2020-S32;0;205;49;39464
03;2020-S32;0;219;59;45840
03;2020-S32;1;213;69;48958
03;2020-S32;1;187;79;38220
03;2020-S32;1;155;89;23577
03;2020-S32;0;91;90;7107
03;2020-S32;8;1725;0;331315
03;2020-S33;0;62;09;30871
03;2020-S33;1;160;19;35788
03;2020-S33;2;235;29;28141
03;2020-S33;3;202;39;33349
03;2020-S33;1;242;49;39464
03;2020-S33;0;222;59;45840
03;2020-S33;1;192;69;48958
03;2020-S33;3;183;79;38220
03;2020-S33;0;158;89;23577
03;2020-S33;1;142;90;7107
03;2020-S33;12;1798;0;331315
03;2020-S34;0;81;09;30871
03;2020-S34;8;259;19;35788
03;2020-S34;7;355;29;28141
03;2020-S34;4;309;39;33349
03;2020-S34;3;283;49;39464
03;2020-S34;4;300;59;45840
03;2020-S34;3;268;69;48958
03;2020-S34;4;264;79;38220
03;2020-S34;0;209;89;23577
03;2020-S34;0;85;90;7107
03;2020-S34;33;2413;0;331315
03;2020-S35;0;111;09;30871
03;2020-S35;8;339;19;35788
03;2020-S35;15;557;29;28141
03;2020-S35;5;486;39;33349
03;2020-S35;8;533;49;39464
03;2020-S35;7;526;59;45840
03;2020-S35;9;477;69;48958
03;2020-S35;4;419;79;38220
03;2020-S35;1;267;89;23577
03;2020-S35;1;125;90;7107
03;2020-S35;58;3840;0;331315
03;2020-S36;2;235;09;30871
03;2020-S36;14;394;19;35788
03;2020-S36;25;673;29;28141
03;2020-S36;6;596;39;33349
03;2020-S36;6;546;49;39464
03;2020-S36;11;570;59;45840
03;2020-S36;3;461;69;48958
03;2020-S36;6;373;79;38220
03;2020-S36;1;255;89;23577
03;2020-S36;1;134;90;7107
03;2020-S36;75;4237;0;331315
03;2020-S37;3;513;09;30871
03;2020-S37;7;739;19;35788
03;2020-S37;36;760;29;28141
03;2020-S37;12;741;39;33349
03;2020-S37;17;713;49;39464
03;2020-S37;14;654;59;45840
03;2020-S37;7;525;69;48958
03;2020-S37;1;397;79;38220
03;2020-S37;4;287;89;23577
03;2020-S37;1;146;90;7107
03;2020-S37;102;5479;0;331315
03;2020-S38;4;398;09;30871
03;2020-S38;23;1035;19;35788
03;2020-S38;41;914;29;28141
03;2020-S38;11;857;39;33349
03;2020-S38;16;825;49;39464
03;2020-S38;16;802;59;45840
03;2020-S38;5;606;69;48958
03;2020-S38;2;521;79;38220
03;2020-S38;8;391;89;23577
03;2020-S38;4;163;90;7107
03;2020-S38;130;6512;0;331315
03;2020-S39;0;112;09;30871
03;2020-S39;9;657;19;35788
03;2020-S39;22;548;29;28141
03;2020-S39;15;478;39;33349
03;2020-S39;6;521;49;39464
03;2020-S39;10;535;59;45840
03;2020-S39;10;536;69;48958
03;2020-S39;16;463;79;38220
03;2020-S39;4;303;89;23577
03;2020-S39;5;99;90;7107
03;2020-S39;97;4253;0;331315
03;2020-S40;7;82;09;30871
03;2020-S40;14;555;19;35788
03;2020-S40;24;615;29;28141
03;2020-S40;17;427;39;33349
03;2020-S40;16;421;49;39464
03;2020-S40;14;440;59;45840
03;2020-S40;10;474;69;48958
03;2020-S40;5;441;79;38220
03;2020-S40;11;331;89;23577
03;2020-S40;6;126;90;7107
03;2020-S40;124;3912;0;331315
03;2020-S41;8;148;09;30871
03;2020-S41;39;697;19;35788
03;2020-S41;47;771;29;28141
03;2020-S41;44;644;39;33349
03;2020-S41;34;703;49;39464
03;2020-S41;44;749;59;45840
03;2020-S41;23;594;69;48958
03;2020-S41;15;504;79;38220
03;2020-S41;20;339;89;23577
03;2020-S41;1;163;90;7107
03;2020-S41;275;5314;0;331315
03;2020-S42;14;194;09;30871
03;2020-S42;75;1041;19;35788
03;2020-S42;77;903;29;28141
03;2020-S42;60;871;39;33349
03;2020-S42;82;898;49;39464
03;2020-S42;77;798;59;45840
03;2020-S42;58;634;69;48958
03;2020-S42;41;537;79;38220
03;2020-S42;28;323;89;23577
03;2020-S42;10;157;90;7107
03;2020-S42;523;6357;0;331315
03;2020-S43;38;254;09;30871
03;2020-S43;148;1296;19;35788
03;2020-S43;205;1476;29;28141
03;2020-S43;171;1436;39;33349
03;2020-S43;184;1492;49;39464
03;2020-S43;214;1457;59;45840
03;2020-S43;150;1047;69;48958
03;2020-S43;91;704;79;38220
03;2020-S43;92;602;89;23577
03;2020-S43;69;368;90;7107
03;2020-S43;1362;10132;0;331315
03;2020-S44;46;340;09;30871
03;2020-S44;208;1318;19;35788
03;2020-S44;229;1859;29;28141
03;2020-S44;259;1802;39;33349
03;2020-S44;293;1849;49;39464
03;2020-S44;297;1887;59;45840
03;2020-S44;244;1328;69;48958
03;2020-S44;147;941;79;38220
03;2020-S44;144;753;89;23577
03;2020-S44;95;524;90;7107
03;2020-S44;1962;12608;0;331315
03;2020-S45;44;465;09;30871
03;2020-S45;200;1534;19;35788
03;2020-S45;240;1864;29;28141
03;2020-S45;205;1799;39;33349
03;2020-S45;224;1870;49;39464
03;2020-S45;272;2000;59;45840
03;2020-S45;243;1482;69;48958
03;2020-S45;169;1051;79;38220
03;2020-S45;119;770;89;23577
03;2020-S45;66;518;90;7107
03;2020-S45;1782;13354;0;331315
03;2020-S46;41;347;09;30871
03;2020-S46;155;1407;19;35788
03;2020-S46;118;1304;29;28141
03;2020-S46;112;1236;39;33349
03;2020-S46;166;1488;49;39464
03;2020-S46;202;1490;59;45840
03;2020-S46;122;1018;69;48958
03;2020-S46;115;856;79;38220
03;2020-S46;134;836;89;23577
03;2020-S46;99;614;90;7107
03;2020-S46;1264;10599;0;331315
03;2020-S47;26;291;09;30871
03;2020-S47;71;1106;19;35788
03;2020-S47;65;892;29;28141
03;2020-S47;91;966;39;33349
03;2020-S47;100;1122;49;39464
03;2020-S47;93;1071;59;45840
03;2020-S47;72;785;69;48958
03;2020-S47;58;672;79;38220
03;2020-S47;64;592;89;23577
03;2020-S47;41;352;90;7107
03;2020-S47;681;7849;0;331315
03;2020-S48;7;197;09;30871
03;2020-S48;47;747;19;35788
03;2020-S48;55;710;29;28141
03;2020-S48;54;812;39;33349
03;2020-S48;69;900;49;39464
03;2020-S48;69;950;59;45840
03;2020-S48;47;812;69;48958
03;2020-S48;56;702;79;38220
03;2020-S48;73;663;89;23577
03;2020-S48;64;496;90;7107
03;2020-S48;541;6989;0;331315
03;2020-S49;11;141;09;30871
03;2020-S49;51;629;19;35788
03;2020-S49;49;678;29;28141
03;2020-S49;58;751;39;33349
03;2020-S49;60;770;49;39464
03;2020-S49;73;839;59;45840
03;2020-S49;34;687;69;48958
03;2020-S49;41;636;79;38220
03;2020-S49;80;617;89;23577
03;2020-S49;61;449;90;7107
03;2020-S49;518;6198;0;331315
03;2020-S50;13;151;09;30871
03;2020-S50;57;714;19;35788
03;2020-S50;78;877;29;28141
03;2020-S50;58;804;39;33349
03;2020-S50;82;906;49;39464
03;2020-S50;73;962;59;45840
03;2020-S50;56;805;69;48958
03;2020-S50;61;750;79;38220
03;2020-S50;75;628;89;23577
03;2020-S50;66;413;90;7107
03;2020-S50;621;7013;0;331315
03;2020-S51;24;360;09;30871
03;2020-S51;94;3410;19;35788
03;2020-S51;96;1773;29;28141
03;2020-S51;85;2015;39;33349
03;2020-S51;133;2638;49;39464
03;2020-S51;123;2842;59;45840
03;2020-S51;90;2944;69;48958
03;2020-S51;93;2598;79;38220
03;2020-S51;88;1344;89;23577
03;2020-S51;66;458;90;7107
03;2020-S51;893;20385;0;331315
03;2020-S52;14;444;09;30871
03;2020-S52;68;1842;19;35788
03;2020-S52;85;2067;29;28141
03;2020-S52;88;2248;39;33349
03;2020-S52;83;2586;49;39464
03;2020-S52;92;2529;59;45840
03;2020-S52;74;2564;69;48958
03;2020-S52;62;1956;79;38220
03;2020-S52;71;961;89;23577
03;2020-S52;61;433;90;7107
03;2020-S52;699;17633;0;331315
03;2020-S53;17;170;09;30871
03;2020-S53;94;961;19;35788
03;2020-S53;107;1422;29;28141
03;2020-S53;101;1140;39;33349
03;2020-S53;102;1216;49;39464
03;2020-S53;114;1353;59;45840
03;2020-S53;91;1185;69;48958
03;2020-S53;50;858;79;38220
03;2020-S53;51;640;89;23577
03;2020-S53;27;329;90;7107
03;2020-S53;754;9274;0;331315
03;2021-S01;13;201;09;30871
03;2021-S01;93;968;19;35788
03;2021-S01;109;1347;29;28141
03;2021-S01;109;1280;39;33349
03;2021-S01;102;1322;49;39464
03;2021-S01;123;1481;59;45840
03;2021-S01;110;1233;69;48958
03;2021-S01;78;1021;79;38220
03;2021-S01;53;810;89;23577
03;2021-S01;62;534;90;7107
03;2021-S01;852;10198;0;331315
03;2021-S02;24;231;09;30871
03;2021-S02;82;1052;19;35788
03;2021-S02;83;1070;29;28141
03;2021-S02;98;1139;39;33349
03;2021-S02;98;1231;49;39464
03;2021-S02;101;1335;59;45840
03;2021-S02;67;1161;69;48958
03;2021-S02;81;897;79;38220
03;2021-S02;59;692;89;23577
03;2021-S02;26;404;90;7107
03;2021-S02;719;9213;0;331315
03;2021-S03;29;302;09;30871
03;2021-S03;108;1073;19;35788
03;2021-S03;86;995;29;28141
03;2021-S03;112;1155;39;33349
03;2021-S03;100;1205;49;39464
03;2021-S03;111;1203;59;45840
03;2021-S03;61;982;69;48958
03;2021-S03;50;776;79;38220
03;2021-S03;28;484;89;23577
03;2021-S03;27;243;90;7107
03;2021-S03;715;8423;0;331315
04;2020-S21;0;24;09;16220
04;2020-S21;0;23;19;18061
04;2020-S21;0;39;29;13269
04;2020-S21;1;40;39;17545
04;2020-S21;1;47;49;19525
04;2020-S21;1;72;59;23898
04;2020-S21;1;85;69;24485
04;2020-S21;0;73;79;18808
04;2020-S21;0;59;89;10427
04;2020-S21;0;21;90;2959
04;2020-S21;4;483;0;165197
04;2020-S22;0;28;09;16220
04;2020-S22;0;32;19;18061
04;2020-S22;0;45;29;13269
04;2020-S22;0;41;39;17545
04;2020-S22;0;72;49;19525
04;2020-S22;0;66;59;23898
04;2020-S22;1;91;69;24485
04;2020-S22;1;101;79;18808
04;2020-S22;0;66;89;10427
04;2020-S22;0;26;90;2959
04;2020-S22;2;568;0;165197
04;2020-S23;0;24;09;16220
04;2020-S23;0;24;19;18061
04;2020-S23;0;55;29;13269
04;2020-S23;0;68;39;17545
04;2020-S23;0;101;49;19525
04;2020-S23;0;122;59;23898
04;2020-S23;0;122;69;24485
04;2020-S23;0;121;79;18808
04;2020-S23;1;130;89;10427
04;2020-S23;0;85;90;2959
04;2020-S23;1;852;0;165197
04;2020-S24;0;21;09;16220
04;2020-S24;0;39;19;18061
04;2020-S24;1;61;29;13269
04;2020-S24;0;45;39;17545
04;2020-S24;1;54;49;19525
04;2020-S24;0;86;59;23898
04;2020-S24;0;89;69;24485
04;2020-S24;0;96;79;18808
04;2020-S24;0;88;89;10427
04;2020-S24;0;21;90;2959
04;2020-S24;2;600;0;165197
04;2020-S25;0;22;09;16220
04;2020-S25;0;31;19;18061
04;2020-S25;0;43;29;13269
04;2020-S25;0;57;39;17545
04;2020-S25;0;78;49;19525
04;2020-S25;0;102;59;23898
04;2020-S25;0;100;69;24485
04;2020-S25;0;119;79;18808
04;2020-S25;0;90;89;10427
04;2020-S25;1;52;90;2959
04;2020-S25;1;694;0;165197
04;2020-S26;0;31;09;16220
04;2020-S26;0;39;19;18061
04;2020-S26;0;36;29;13269
04;2020-S26;1;50;39;17545
04;2020-S26;0;62;49;19525
04;2020-S26;0;71;59;23898
04;2020-S26;0;101;69;24485
04;2020-S26;0;93;79;18808
04;2020-S26;0;57;89;10427
04;2020-S26;0;23;90;2959
04;2020-S26;1;563;0;165197
04;2020-S27;0;24;09;16220
04;2020-S27;0;47;19;18061
04;2020-S27;0;57;29;13269
04;2020-S27;0;66;39;17545
04;2020-S27;0;68;49;19525
04;2020-S27;0;75;59;23898
04;2020-S27;0;84;69;24485
04;2020-S27;0;92;79;18808
04;2020-S27;0;75;89;10427
04;2020-S27;0;38;90;2959
04;2020-S27;0;626;0;165197
04;2020-S28;0;60;09;16220
04;2020-S28;0;54;19;18061
04;2020-S28;0;63;29;13269
04;2020-S28;0;95;39;17545
04;2020-S28;0;49;49;19525
04;2020-S28;0;82;59;23898
04;2020-S28;0;74;69;24485
04;2020-S28;0;94;79;18808
04;2020-S28;0;71;89;10427
04;2020-S28;0;26;90;2959
04;2020-S28;0;668;0;165197
04;2020-S29;1;63;09;16220
04;2020-S29;0;67;19;18061
04;2020-S29;0;83;29;13269
04;2020-S29;0;107;39;17545
04;2020-S29;1;86;49;19525
04;2020-S29;0;81;59;23898
04;2020-S29;0;117;69;24485
04;2020-S29;1;96;79;18808
04;2020-S29;0;51;89;10427
04;2020-S29;0;26;90;2959
04;2020-S29;3;778;0;165197
04;2020-S30;0;68;09;16220
04;2020-S30;0;87;19;18061
04;2020-S30;0;116;29;13269
04;2020-S30;2;133;39;17545
04;2020-S30;1;103;49;19525
04;2020-S30;0;118;59;23898
04;2020-S30;0;125;69;24485
04;2020-S30;0;130;79;18808
04;2020-S30;0;84;89;10427
04;2020-S30;1;42;90;2959
04;2020-S30;4;1007;0;165197
04;2020-S31;0;59;09;16220
04;2020-S31;2;127;19;18061
04;2020-S31;3;182;29;13269
04;2020-S31;2;141;39;17545
04;2020-S31;2;184;49;19525
04;2020-S31;2;190;59;23898
04;2020-S31;1;168;69;24485
04;2020-S31;0;131;79;18808
04;2020-S31;0;99;89;10427
04;2020-S31;0;57;90;2959
04;2020-S31;12;1338;0;165197
04;2020-S32;0;36;09;16220
04;2020-S32;6;87;19;18061
04;2020-S32;1;110;29;13269
04;2020-S32;3;138;39;17545
04;2020-S32;3;151;49;19525
04;2020-S32;5;144;59;23898
04;2020-S32;1;133;69;24485
04;2020-S32;1;131;79;18808
04;2020-S32;0;87;89;10427
04;2020-S32;0;44;90;2959
04;2020-S32;20;1061;0;165197
04;2020-S33;0;41;09;16220
04;2020-S33;3;115;19;18061
04;2020-S33;7;201;29;13269
04;2020-S33;5;177;39;17545
04;2020-S33;7;198;49;19525
04;2020-S33;8;187;59;23898
04;2020-S33;11;206;69;24485
04;2020-S33;3;146;79;18808
04;2020-S33;3;107;89;10427
04;2020-S33;0;44;90;2959
04;2020-S33;47;1422;0;165197
04;2020-S34;3;62;09;16220
04;2020-S34;6;188;19;18061
04;2020-S34;7;286;29;13269
04;2020-S34;8;212;39;17545
04;2020-S34;9;251;49;19525
04;2020-S34;5;270;59;23898
04;2020-S34;6;200;69;24485
04;2020-S34;7;200;79;18808
04;2020-S34;2;127;89;10427
04;2020-S34;1;63;90;2959
04;2020-S34;54;1859;0;165197
04;2020-S35;4;88;09;16220
04;2020-S35;9;198;19;18061
04;2020-S35;26;388;29;13269
04;2020-S35;9;372;39;17545
04;2020-S35;16;409;49;19525
04;2020-S35;10;440;59;23898
04;2020-S35;7;334;69;24485
04;2020-S35;4;243;79;18808
04;2020-S35;4;175;89;10427
04;2020-S35;3;98;90;2959
04;2020-S35;92;2746;0;165197
04;2020-S36;0;125;09;16220
04;2020-S36;9;181;19;18061
04;2020-S36;11;346;29;13269
04;2020-S36;14;373;39;17545
04;2020-S36;7;383;49;19525
04;2020-S36;10;439;59;23898
04;2020-S36;10;452;69;24485
04;2020-S36;3;306;79;18808
04;2020-S36;3;253;89;10427
04;2020-S36;3;122;90;2959
04;2020-S36;70;2980;0;165197
04;2020-S37;3;276;09;16220
04;2020-S37;13;228;19;18061
04;2020-S37;19;336;29;13269
04;2020-S37;10;387;39;17545
04;2020-S37;14;420;49;19525
04;2020-S37;9;415;59;23898
04;2020-S37;6;442;69;24485
04;2020-S37;6;271;79;18808
04;2020-S37;3;227;89;10427
04;2020-S37;1;89;90;2959
04;2020-S37;84;3092;0;165197
04;2020-S38;8;250;09;16220
04;2020-S38;6;316;19;18061
04;2020-S38;9;362;29;13269
04;2020-S38;11;449;39;17545
04;2020-S38;18;394;49;19525
04;2020-S38;14;450;59;23898
04;2020-S38;13;389;69;24485
04;2020-S38;11;273;79;18808
04;2020-S38;7;170;89;10427
04;2020-S38;0;68;90;2959
04;2020-S38;97;3123;0;165197
04;2020-S39;0;109;09;16220
04;2020-S39;19;405;19;18061
04;2020-S39;19;358;29;13269
04;2020-S39;12;338;39;17545
04;2020-S39;15;394;49;19525
04;2020-S39;19;436;59;23898
04;2020-S39;14;377;69;24485
04;2020-S39;6;248;79;18808
04;2020-S39;11;245;89;10427
04;2020-S39;11;170;90;2959
04;2020-S39;126;3080;0;165197
04;2020-S40;0;52;09;16220
04;2020-S40;11;307;19;18061
04;2020-S40;18;329;29;13269
04;2020-S40;13;284;39;17545
04;2020-S40;20;314;49;19525
04;2020-S40;13;335;59;23898
04;2020-S40;8;324;69;24485
04;2020-S40;2;277;79;18808
04;2020-S40;2;239;89;10427
04;2020-S40;7;151;90;2959
04;2020-S40;94;2612;0;165197
04;2020-S41;2;48;09;16220
04;2020-S41;17;252;19;18061
04;2020-S41;33;253;29;13269
04;2020-S41;15;249;39;17545
04;2020-S41;22;249;49;19525
04;2020-S41;28;294;59;23898
04;2020-S41;9;295;69;24485
04;2020-S41;15;216;79;18808
04;2020-S41;5;158;89;10427
04;2020-S41;13;49;90;2959
04;2020-S41;160;2069;0;165197
04;2020-S42;6;52;09;16220
04;2020-S42;21;432;19;18061
04;2020-S42;45;375;29;13269
04;2020-S42;26;405;39;17545
04;2020-S42;53;482;49;19525
04;2020-S42;45;524;59;23898
04;2020-S42;34;386;69;24485
04;2020-S42;19;312;79;18808
04;2020-S42;18;275;89;10427
04;2020-S42;12;157;90;2959
04;2020-S42;279;3400;0;165197
04;2020-S43;6;90;09;16220
04;2020-S43;40;354;19;18061
04;2020-S43;48;408;29;13269
04;2020-S43;70;449;39;17545
04;2020-S43;99;543;49;19525
04;2020-S43;66;654;59;23898
04;2020-S43;64;463;69;24485
04;2020-S43;51;362;79;18808
04;2020-S43;26;235;89;10427
04;2020-S43;11;108;90;2959
04;2020-S43;483;3669;0;165197
04;2020-S44;10;86;09;16220
04;2020-S44;46;281;19;18061
04;2020-S44;59;484;29;13269
04;2020-S44;64;499;39;17545
04;2020-S44;82;518;49;19525
04;2020-S44;97;636;59;23898
04;2020-S44;90;514;69;24485
04;2020-S44;58;415;79;18808
04;2020-S44;57;435;89;10427
04;2020-S44;24;272;90;2959
04;2020-S44;588;4142;0;165197
04;2020-S45;16;97;09;16220
04;2020-S45;74;395;19;18061
04;2020-S45;75;558;29;13269
04;2020-S45;93;670;39;17545
04;2020-S45;101;661;49;19525
04;2020-S45;116;792;59;23898
04;2020-S45;92;626;69;24485
04;2020-S45;79;487;79;18808
04;2020-S45;68;430;89;10427
04;2020-S45;47;289;90;2959
04;2020-S45;762;5007;0;165197
04;2020-S46;15;85;09;16220
04;2020-S46;45;392;19;18061
04;2020-S46;40;368;29;13269
04;2020-S46;48;452;39;17545
04;2020-S46;59;503;49;19525
04;2020-S46;75;619;59;23898
04;2020-S46;49;425;69;24485
04;2020-S46;46;365;79;18808
04;2020-S46;58;387;89;10427
04;2020-S46;24;284;90;2959
04;2020-S46;459;3880;0;165197
04;2020-S47;8;68;09;16220
04;2020-S47;31;423;19;18061
04;2020-S47;28;351;29;13269
04;2020-S47;27;390;39;17545
04;2020-S47;45;486;49;19525
04;2020-S47;58;652;59;23898
04;2020-S47;33;424;69;24485
04;2020-S47;32;352;79;18808
04;2020-S47;44;358;89;10427
04;2020-S47;42;247;90;2959
04;2020-S47;348;3753;0;165197
04;2020-S48;7;64;09;16220
04;2020-S48;13;288;19;18061
04;2020-S48;19;319;29;13269
04;2020-S48;14;371;39;17545
04;2020-S48;29;411;49;19525
04;2020-S48;38;437;59;23898
04;2020-S48;38;362;69;24485
04;2020-S48;23;307;79;18808
04;2020-S48;22;314;89;10427
04;2020-S48;19;191;90;2959
04;2020-S48;223;3066;0;165197
04;2020-S49;5;55;09;16220
04;2020-S49;14;234;19;18061
04;2020-S49;15;309;29;13269
04;2020-S49;21;344;39;17545
04;2020-S49;22;355;49;19525
04;2020-S49;27;448;59;23898
04;2020-S49;22;332;69;24485
04;2020-S49;8;318;79;18808
04;2020-S49;14;281;89;10427
04;2020-S49;8;121;90;2959
04;2020-S49;156;2797;0;165197
04;2020-S50;1;64;09;16220
04;2020-S50;20;264;19;18061
04;2020-S50;8;315;29;13269
04;2020-S50;17;468;39;17545
04;2020-S50;17;398;49;19525
04;2020-S50;18;479;59;23898
04;2020-S50;22;404;69;24485
04;2020-S50;15;304;79;18808
04;2020-S50;7;249;89;10427
04;2020-S50;7;102;90;2959
04;2020-S50;132;3048;0;165197
04;2020-S51;1;110;09;16220
04;2020-S51;14;450;19;18061
04;2020-S51;10;493;29;13269
04;2020-S51;13;621;39;17545
04;2020-S51;18;670;49;19525
04;2020-S51;19;701;59;23898
04;2020-S51;24;578;69;24485
04;2020-S51;12;392;79;18808
04;2020-S51;12;259;89;10427
04;2020-S51;10;132;90;2959
04;2020-S51;133;4408;0;165197
04;2020-S52;0;131;09;16220
04;2020-S52;13;530;19;18061
04;2020-S52;24;796;29;13269
04;2020-S52;17;799;39;17545
04;2020-S52;24;859;49;19525
04;2020-S52;29;983;59;23898
04;2020-S52;20;789;69;24485
04;2020-S52;24;556;79;18808
04;2020-S52;12;280;89;10427
04;2020-S52;14;139;90;2959
04;2020-S52;177;5863;0;165197
04;2020-S53;7;64;09;16220
04;2020-S53;30;335;19;18061
04;2020-S53;34;570;29;13269
04;2020-S53;40;527;39;17545
04;2020-S53;41;551;49;19525
04;2020-S53;50;651;59;23898
04;2020-S53;28;523;69;24485
04;2020-S53;41;395;79;18808
04;2020-S53;35;274;89;10427
04;2020-S53;40;175;90;2959
04;2020-S53;346;4065;0;165197
04;2021-S01;1;63;09;16220
04;2021-S01;42;376;19;18061
04;2021-S01;36;605;29;13269
04;2021-S01;43;632;39;17545
04;2021-S01;49;702;49;19525
04;2021-S01;42;872;59;23898
04;2021-S01;40;679;69;24485
04;2021-S01;29;468;79;18808
04;2021-S01;35;378;89;10427
04;2021-S01;13;228;90;2959
04;2021-S01;330;5003;0;165197
04;2021-S02;5;100;09;16220
04;2021-S02;19;399;19;18061
04;2021-S02;29;529;29;13269
04;2021-S02;43;604;39;17545
04;2021-S02;39;646;49;19525
04;2021-S02;52;730;59;23898
04;2021-S02;40;578;69;24485
04;2021-S02;34;449;79;18808
04;2021-S02;33;328;89;10427
04;2021-S02;22;174;90;2959
04;2021-S02;316;4539;0;165197
04;2021-S03;7;139;09;16220
04;2021-S03;41;790;19;18061
04;2021-S03;41;620;29;13269
04;2021-S03;42;761;39;17545
04;2021-S03;55;711;49;19525
04;2021-S03;58;852;59;23898
04;2021-S03;49;612;69;24485
04;2021-S03;37;506;79;18808
04;2021-S03;34;376;89;10427
04;2021-S03;25;229;90;2959
04;2021-S03;389;5597;0;165197
05;2020-S21;0;13;09;14582
05;2020-S21;0;13;19;15698
05;2020-S21;0;34;29;11715
05;2020-S21;1;35;39;16000
05;2020-S21;3;56;49;17800
05;2020-S21;1;46;59;20029
05;2020-S21;2;47;69;20216
05;2020-S21;1;38;79;14617
05;2020-S21;1;35;89;8430
05;2020-S21;0;16;90;2669
05;2020-S21;9;333;0;141756
05;2020-S22;0;15;09;14582
05;2020-S22;0;23;19;15698
05;2020-S22;0;46;29;11715
05;2020-S22;0;64;39;16000
05;2020-S22;1;53;49;17800
05;2020-S22;0;61;59;20029
05;2020-S22;0;62;69;20216
05;2020-S22;0;58;79;14617
05;2020-S22;0;59;89;8430
05;2020-S22;1;39;90;2669
05;2020-S22;2;481;0;141756
05;2020-S23;0;13;09;14582
05;2020-S23;0;18;19;15698
05;2020-S23;0;29;29;11715
05;2020-S23;0;29;39;16000
05;2020-S23;0;34;49;17800
05;2020-S23;0;28;59;20029
05;2020-S23;0;53;69;20216
05;2020-S23;0;38;79;14617
05;2020-S23;1;33;89;8430
