dep;week;P;T;cl_age90;pop
07;2020-S53;55;960;49;41497
07;2020-S53;79;1100;59;46663
07;2020-S53;56;1004;69;47030
07;2020-S53;47;712;79;35181
07;2020-S53;40;440;89;19228
07;2020-S53;28;308;90;5589
07;2020-S53;517;7641;0;326875
07;2021-S01;17;156;09;33254
07;2021-S01;73;725;19;37340
07;2021-S01;90;1095;29;26256
07;2021-S01;85;1046;39;34837
07;2021-S01;98;1004;49;41497
07;2021-S01;110;1281;59;46663
07;2021-S01;64;975;69;47030
07;2021-S01;57;814;79;35181
07;2021-S01;48;514;89;19228
07;2021-S01;41;318;90;5589
07;2021-S01;685;7930;0;326875
07;2021-S02;16;182;09;33254
07;2021-S02;93;855;19;37340
07;2021-S02;76;904;29;26256
07;2021-S02;60;971;39;34837
07;2021-S02;87;1017;49;41497
07;2021-S02;116;1166;59;46663
07;2021-S02;68;933;69;47030
07;2021-S02;76;764;79;35181
07;2021-S02;79;535;89;19228
07;2021-S02;72;359;90;5589
07;2021-S02;743;7687;0;326875
07;2021-S03;34;247;09;33254
07;2021-S03;108;989;19;37340
07;2021-S03;91;915;29;26256
07;2021-S03;114;1072;39;34837
07;2021-S03;128;1100;49;41497
07;2021-S03;127;1133;59;46663
07;2021-S03;89;919;69;47030
07;2021-S03;55;753;79;35181
07;2021-S03;59;510;89;19228
07;2021-S03;54;347;90;5589
07;2021-S03;859;7986;0;326875
08;2020-S21;0;15;09;28385
08;2020-S21;0;37;19;31952
08;2020-S21;4;107;29;25309
08;2020-S21;0;96;39;30561
08;2020-S21;2;102;49;32888
08;2020-S21;4;112;59;37571
08;2020-S21;0;69;69;36558
08;2020-S21;0;46;79;24132
08;2020-S21;3;38;89;14627
08;2020-S21;2;17;90;3548
08;2020-S21;15;639;0;265531
08;2020-S22;0;32;09;28385
08;2020-S22;0;43;19;31952
08;2020-S22;0;88;29;25309
08;2020-S22;1;86;39;30561
08;2020-S22;1;70;49;32888
08;2020-S22;3;109;59;37571
08;2020-S22;0;70;69;36558
08;2020-S22;0;63;79;24132
08;2020-S22;2;53;89;14627
08;2020-S22;0;19;90;3548
08;2020-S22;7;633;0;265531
08;2020-S23;0;17;09;28385
08;2020-S23;0;33;19;31952
08;2020-S23;0;55;29;25309
08;2020-S23;0;63;39;30561
08;2020-S23;0;61;49;32888
08;2020-S23;1;81;59;37571
08;2020-S23;1;66;69;36558
08;2020-S23;1;52;79;24132
08;2020-S23;1;29;89;14627
08;2020-S23;3;18;90;3548
08;2020-S23;7;475;0;265531
08;2020-S24;1;27;09;28385
08;2020-S24;0;58;19;31952
08;2020-S24;1;110;29;25309
08;2020-S24;1;108;39;30561
08;2020-S24;1;116;49;32888
08;2020-S24;0;123;59;37571
08;2020-S24;2;96;69;36558
08;2020-S24;1;72;79;24132
08;2020-S24;0;79;89;14627
08;2020-S24;1;53;90;3548
08;2020-S24;8;842;0;265531
08;2020-S25;0;44;09;28385
08;2020-S25;0;79;19;31952
08;2020-S25;2;188;29;25309
08;2020-S25;9;211;39;30561
08;2020-S25;4;232;49;32888
08;2020-S25;2;251;59;37571
08;2020-S25;0;221;69;36558
08;2020-S25;1;171;79;24132
08;2020-S25;2;83;89;14627
08;2020-S25;0;26;90;3548
08;2020-S25;20;1506;0;265531
08;2020-S26;0;34;09;28385
08;2020-S26;0;83;19;31952
08;2020-S26;0;103;29;25309
08;2020-S26;2;167;39;30561
08;2020-S26;3;198;49;32888
08;2020-S26;1;222;59;37571
08;2020-S26;0;284;69;36558
08;2020-S26;0;264;79;24132
08;2020-S26;2;113;89;14627
08;2020-S26;0;37;90;3548
08;2020-S26;8;1505;0;265531
08;2020-S27;1;71;09;28385
08;2020-S27;0;103;19;31952
08;2020-S27;0;132;29;25309
08;2020-S27;0;178;39;30561
08;2020-S27;0;206;49;32888
08;2020-S27;1;228;59;37571
08;2020-S27;1;282;69;36558
08;2020-S27;3;228;79;24132
08;2020-S27;0;132;89;14627
08;2020-S27;0;54;90;3548
08;2020-S27;6;1614;0;265531
08;2020-S28;0;67;09;28385
08;2020-S28;0;84;19;31952
08;2020-S28;0;124;29;25309
08;2020-S28;1;158;39;30561
08;2020-S28;0;151;49;32888
08;2020-S28;0;176;59;37571
08;2020-S28;0;172;69;36558
08;2020-S28;0;135;79;24132
08;2020-S28;0;131;89;14627
08;2020-S28;0;45;90;3548
08;2020-S28;1;1243;0;265531
08;2020-S29;0;48;09;28385
08;2020-S29;0;118;19;31952
08;2020-S29;0;137;29;25309
08;2020-S29;0;168;39;30561
08;2020-S29;0;146;49;32888
08;2020-S29;1;149;59;37571
08;2020-S29;0;144;69;36558
08;2020-S29;0;140;79;24132
08;2020-S29;2;96;89;14627
08;2020-S29;0;38;90;3548
08;2020-S29;3;1184;0;265531
08;2020-S30;0;61;09;28385
08;2020-S30;0;120;19;31952
08;2020-S30;1;176;29;25309
08;2020-S30;2;224;39;30561
08;2020-S30;0;239;49;32888
08;2020-S30;0;291;59;37571
08;2020-S30;1;361;69;36558
08;2020-S30;1;296;79;24132
08;2020-S30;1;173;89;14627
08;2020-S30;0;51;90;3548
08;2020-S30;6;1992;0;265531
08;2020-S31;0;72;09;28385
08;2020-S31;0;160;19;31952
08;2020-S31;1;206;29;25309
08;2020-S31;0;200;39;30561
08;2020-S31;0;233;49;32888
08;2020-S31;2;273;59;37571
08;2020-S31;2;285;69;36558
08;2020-S31;0;234;79;24132
08;2020-S31;0;152;89;14627
08;2020-S31;1;41;90;3548
08;2020-S31;6;1856;0;265531
08;2020-S32;1;59;09;28385
08;2020-S32;0;136;19;31952
08;2020-S32;0;212;29;25309
08;2020-S32;4;263;39;30561
08;2020-S32;0;241;49;32888
08;2020-S32;3;330;59;37571
08;2020-S32;0;306;69;36558
08;2020-S32;0;222;79;24132
08;2020-S32;0;195;89;14627
08;2020-S32;0;87;90;3548
08;2020-S32;8;2051;0;265531
08;2020-S33;0;48;09;28385
08;2020-S33;1;128;19;31952
08;2020-S33;4;221;29;25309
08;2020-S33;2;244;39;30561
08;2020-S33;3;172;49;32888
08;2020-S33;2;214;59;37571
08;2020-S33;0;234;69;36558
08;2020-S33;0;195;79;24132
08;2020-S33;1;162;89;14627
08;2020-S33;1;48;90;3548
08;2020-S33;14;1666;0;265531
08;2020-S34;0;52;09;28385
08;2020-S34;3;231;19;31952
08;2020-S34;3;406;29;25309
08;2020-S34;2;316;39;30561
08;2020-S34;9;361;49;32888
08;2020-S34;1;384;59;37571
08;2020-S34;1;339;69;36558
08;2020-S34;0;285;79;24132
08;2020-S34;0;169;89;14627
08;2020-S34;0;50;90;3548
08;2020-S34;19;2595;0;265531
08;2020-S35;0;45;09;28385
08;2020-S35;5;264;19;31952
08;2020-S35;14;550;29;25309
08;2020-S35;5;460;39;30561
08;2020-S35;4;473;49;32888
08;2020-S35;3;472;59;37571
08;2020-S35;1;367;69;36558
08;2020-S35;1;305;79;24132
08;2020-S35;0;198;89;14627
08;2020-S35;0;56;90;3548
08;2020-S35;33;3190;0;265531
08;2020-S36;0;98;09;28385
08;2020-S36;7;315;19;31952
08;2020-S36;20;696;29;25309
08;2020-S36;10;688;39;30561
08;2020-S36;9;687;49;32888
08;2020-S36;14;732;59;37571
08;2020-S36;5;474;69;36558
08;2020-S36;1;367;79;24132
08;2020-S36;3;200;89;14627
08;2020-S36;0;64;90;3548
08;2020-S36;69;4321;0;265531
08;2020-S37;2;343;09;28385
08;2020-S37;6;631;19;31952
08;2020-S37;10;686;29;25309
08;2020-S37;13;736;39;30561
08;2020-S37;7;641;49;32888
08;2020-S37;13;599;59;37571
08;2020-S37;5;458;69;36558
08;2020-S37;5;380;79;24132
08;2020-S37;3;228;89;14627
08;2020-S37;6;89;90;3548
08;2020-S37;70;4791;0;265531
08;2020-S38;1;253;09;28385
08;2020-S38;24;1089;19;31952
08;2020-S38;16;748;29;25309
08;2020-S38;22;719;39;30561
08;2020-S38;11;588;49;32888
08;2020-S38;8;609;59;37571
08;2020-S38;5;472;69;36558
08;2020-S38;8;378;79;24132
08;2020-S38;5;270;89;14627
08;2020-S38;4;79;90;3548
08;2020-S38;105;5206;0;265531
08;2020-S39;1;97;09;28385
08;2020-S39;14;789;19;31952
08;2020-S39;22;607;29;25309
08;2020-S39;9;555;39;30561
08;2020-S39;13;511;49;32888
08;2020-S39;12;512;59;37571
08;2020-S39;7;499;69;36558
08;2020-S39;3;350;79;24132
08;2020-S39;7;267;89;14627
08;2020-S39;3;75;90;3548
08;2020-S39;91;4262;0;265531
08;2020-S40;1;62;09;28385
08;2020-S40;23;632;19;31952
08;2020-S40;25;537;29;25309
08;2020-S40;14;512;39;30561
08;2020-S40;22;466;49;32888
08;2020-S40;11;533;59;37571
08;2020-S40;12;424;69;36558
08;2020-S40;5;349;79;24132
08;2020-S40;8;261;89;14627
08;2020-S40;1;111;90;3548
08;2020-S40;122;3887;0;265531
08;2020-S41;7;96;09;28385
08;2020-S41;45;850;19;31952
08;2020-S41;34;585;29;25309
08;2020-S41;47;596;39;30561
08;2020-S41;39;579;49;32888
08;2020-S41;54;665;59;37571
08;2020-S41;42;532;69;36558
08;2020-S41;18;389;79;24132
08;2020-S41;4;265;89;14627
08;2020-S41;3;103;90;3548
08;2020-S41;293;4660;0;265531
08;2020-S42;9;168;09;28385
08;2020-S42;49;1057;19;31952
08;2020-S42;76;877;29;25309
08;2020-S42;82;956;39;30561
08;2020-S42;69;925;49;32888
08;2020-S42;95;920;59;37571
08;2020-S42;72;704;69;36558
08;2020-S42;37;479;79;24132
08;2020-S42;18;327;89;14627
08;2020-S42;6;144;90;3548
08;2020-S42;513;6557;0;265531
08;2020-S43;16;182;09;28385
08;2020-S43;97;961;19;31952
08;2020-S43;158;1285;29;25309
08;2020-S43;167;1454;39;30561
08;2020-S43;137;1309;49;32888
08;2020-S43;153;1457;59;37571
08;2020-S43;111;1036;69;36558
08;2020-S43;68;645;79;24132
08;2020-S43;46;441;89;14627
08;2020-S43;21;169;90;3548
08;2020-S43;974;8939;0;265531
08;2020-S44;37;213;09;28385
08;2020-S44;132;1007;19;31952
08;2020-S44;186;1447;29;25309
08;2020-S44;196;1535;39;30561
08;2020-S44;198;1425;49;32888
08;2020-S44;205;1536;59;37571
08;2020-S44;187;1066;69;36558
08;2020-S44;111;683;79;24132
08;2020-S44;62;465;89;14627
08;2020-S44;18;146;90;3548
08;2020-S44;1332;9523;0;265531
08;2020-S45;49;327;09;28385
08;2020-S45;179;1190;19;31952
08;2020-S45;176;1389;29;25309
08;2020-S45;152;1514;39;30561
08;2020-S45;179;1480;49;32888
08;2020-S45;216;1563;59;37571
08;2020-S45;139;1094;69;36558
08;2020-S45;97;707;79;24132
08;2020-S45;97;542;89;14627
08;2020-S45;36;271;90;3548
08;2020-S45;1320;10077;0;265531
08;2020-S46;17;306;09;28385
08;2020-S46;107;1136;19;31952
08;2020-S46;113;930;29;25309
08;2020-S46;131;1097;39;30561
08;2020-S46;144;1140;49;32888
08;2020-S46;142;1102;59;37571
08;2020-S46;111;802;69;36558
08;2020-S46;76;562;79;24132
08;2020-S46;98;527;89;14627
08;2020-S46;44;238;90;3548
08;2020-S46;983;7840;0;265531
08;2020-S47;27;242;09;28385
08;2020-S47;100;965;19;31952
08;2020-S47;91;850;29;25309
08;2020-S47;100;937;39;30561
08;2020-S47;104;971;49;32888
08;2020-S47;97;984;59;37571
08;2020-S47;64;750;69;36558
08;2020-S47;65;588;79;24132
08;2020-S47;72;469;89;14627
08;2020-S47;29;266;90;3548
08;2020-S47;749;7022;0;265531
08;2020-S48;39;253;09;28385
08;2020-S48;73;901;19;31952
08;2020-S48;72;869;29;25309
08;2020-S48;83;983;39;30561
08;2020-S48;72;925;49;32888
08;2020-S48;71;1023;59;37571
08;2020-S48;61;696;69;36558
08;2020-S48;46;558;79;24132
08;2020-S48;52;494;89;14627
08;2020-S48;31;277;90;3548
08;2020-S48;600;6979;0;265531
08;2020-S49;21;172;09;28385
08;2020-S49;65;712;19;31952
08;2020-S49;74;791;29;25309
08;2020-S49;93;810;39;30561
08;2020-S49;81;811;49;32888
08;2020-S49;90;821;59;37571
08;2020-S49;55;692;69;36558
08;2020-S49;40;544;79;24132
08;2020-S49;62;477;89;14627
08;2020-S49;28;213;90;3548
08;2020-S49;609;6043;0;265531
08;2020-S50;38;230;09;28385
08;2020-S50;92;781;19;31952
08;2020-S50;97;984;29;25309
08;2020-S50;131;1242;39;30561
08;2020-S50;121;1170;49;32888
08;2020-S50;116;1228;59;37571
08;2020-S50;94;974;69;36558
08;2020-S50;81;594;79;24132
08;2020-S50;72;595;89;14627
08;2020-S50;34;289;90;3548
08;2020-S50;876;8087;0;265531
08;2020-S51;27;356;09;28385
08;2020-S51;90;1387;19;31952
08;2020-S51;103;1851;29;25309
08;2020-S51;140;2230;39;30561
08;2020-S51;154;2372;49;32888
08;2020-S51;144;2415;59;37571
08;2020-S51;76;2156;69;36558
08;2020-S51;76;1472;79;24132
08;2020-S51;53;803;89;14627
08;2020-S51;19;262;90;3548
08;2020-S51;882;15304;0;265531
08;2020-S52;26;474;09;28385
08;2020-S52;80;2090;19;31952
08;2020-S52;85;2417;29;25309
08;2020-S52;127;2947;39;30561
08;2020-S52;85;2982;49;32888
08;2020-S52;117;3040;59;37571
08;2020-S52;85;2740;69;36558
08;2020-S52;58;1834;79;24132
08;2020-S52;59;838;89;14627
08;2020-S52;30;241;90;3548
08;2020-S52;753;19608;0;265531
08;2020-S53;20;197;09;28385
08;2020-S53;101;1233;19;31952
08;2020-S53;100;1725;29;25309
08;2020-S53;117;1503;39;30561
08;2020-S53;97;1499;49;32888
08;2020-S53;110;1550;59;37571
08;2020-S53;88;1330;69;36558
08;2020-S53;73;838;79;24132
08;2020-S53;36;465;89;14627
08;2020-S53;18;193;90;3548
08;2020-S53;760;10534;0;265531
08;2021-S01;19;189;09;28385
08;2021-S01;86;1052;19;31952
08;2021-S01;112;1514;29;25309
08;2021-S01;75;1598;39;30561
08;2021-S01;125;1595;49;32888
08;2021-S01;113;1674;59;37571
08;2021-S01;106;1251;69;36558
08;2021-S01;54;845;79;24132
08;2021-S01;46;528;89;14627
08;2021-S01;35;224;90;3548
08;2021-S01;771;10470;0;265531
08;2021-S02;31;219;09;28385
08;2021-S02;105;1040;19;31952
08;2021-S02;58;1026;29;25309
08;2021-S02;87;1178;39;30561
08;2021-S02;75;1143;49;32888
08;2021-S02;89;1172;59;37571
08;2021-S02;64;942;69;36558
08;2021-S02;32;690;79;24132
08;2021-S02;44;568;89;14627
08;2021-S02;20;255;90;3548
08;2021-S02;605;8233;0;265531
08;2021-S03;49;308;09;28385
08;2021-S03;84;1214;19;31952
08;2021-S03;66;957;29;25309
08;2021-S03;90;1142;39;30561
08;2021-S03;76;1064;49;32888
08;2021-S03;78;1012;59;37571
08;2021-S03;65;854;69;36558
08;2021-S03;42;590;79;24132
08;2021-S03;29;435;89;14627
08;2021-S03;16;196;90;3548
08;2021-S03;595;7774;0;265531
09;2020-S21;0;19;09;14332
09;2020-S21;0;13;19;16386
09;2020-S21;0;37;29;12982
09;2020-S21;0;34;39;15798
09;2020-S21;0;28;49;18797
09;2020-S21;0;36;59;21635
09;2020-S21;0;36;69;22639
09;2020-S21;0;21;79;16403
09;2020-S21;0;17;89;10157
09;2020-S21;0;6;90;3269
09;2020-S21;0;247;0;152398
09;2020-S22;0;21;09;14332
09;2020-S22;0;31;19;16386
09;2020-S22;0;34;29;12982
09;2020-S22;0;60;39;15798
09;2020-S22;0;68;49;18797
09;2020-S22;0;53;59;21635
09;2020-S22;0;54;69;22639
09;2020-S22;0;34;79;16403
09;2020-S22;0;47;89;10157
09;2020-S22;0;42;90;3269
09;2020-S22;0;444;0;152398
09;2020-S23;0;13;09;14332
09;2020-S23;0;20;19;16386
09;2020-S23;0;20;29;12982
09;2020-S23;0;30;39;15798
09;2020-S23;0;38;49;18797
09;2020-S23;0;36;59;21635
09;2020-S23;0;31;69;22639
09;2020-S23;0;35;79;16403
09;2020-S23;0;25;89;10157
09;2020-S23;0;25;90;3269
09;2020-S23;0;273;0;152398
09;2020-S24;0;11;09;14332
09;2020-S24;0;19;19;16386
09;2020-S24;0;25;29;12982
09;2020-S24;0;28;39;15798
09;2020-S24;0;35;49;18797
09;2020-S24;0;33;59;21635
09;2020-S24;0;35;69;22639
09;2020-S24;0;32;79;16403
09;2020-S24;0;38;89;10157
09;2020-S24;0;18;90;3269
09;2020-S24;0;274;0;152398
09;2020-S25;0;14;09;14332
09;2020-S25;0;17;19;16386
09;2020-S25;0;23;29;12982
09;2020-S25;0;23;39;15798
09;2020-S25;0;25;49;18797
09;2020-S25;0;32;59;21635
09;2020-S25;0;38;69;22639
09;2020-S25;0;28;79;16403
09;2020-S25;0;31;89;10157
09;2020-S25;0;18;90;3269
09;2020-S25;0;249;0;152398
09;2020-S26;0;20;09;14332
09;2020-S26;0;20;19;16386
09;2020-S26;0;33;29;12982
09;2020-S26;0;34;39;15798
09;2020-S26;0;50;49;18797
09;2020-S26;0;40;59;21635
09;2020-S26;1;45;69;22639
09;2020-S26;0;27;79;16403
09;2020-S26;1;35;89;10157
09;2020-S26;0;22;90;3269
09;2020-S26;2;326;0;152398
09;2020-S27;0;11;09;14332
09;2020-S27;0;30;19;16386
09;2020-S27;0;30;29;12982
09;2020-S27;0;37;39;15798
09;2020-S27;0;41;49;18797
09;2020-S27;0;41;59;21635
09;2020-S27;0;43;69;22639
09;2020-S27;0;31;79;16403
09;2020-S27;0;31;89;10157
09;2020-S27;0;10;90;3269
09;2020-S27;0;305;0;152398
09;2020-S28;0;32;09;14332
09;2020-S28;0;31;19;16386
09;2020-S28;1;49;29;12982
09;2020-S28;0;58;39;15798
09;2020-S28;1;47;49;18797
09;2020-S28;0;52;59;21635
09;2020-S28;0;44;69;22639
09;2020-S28;0;37;79;16403
09;2020-S28;0;30;89;10157
09;2020-S28;0;11;90;3269
09;2020-S28;2;392;0;152398
09;2020-S29;0;32;09;14332
09;2020-S29;0;57;19;16386
09;2020-S29;0;56;29;12982
09;2020-S29;0;70;39;15798
09;2020-S29;0;83;49;18797
09;2020-S29;0;71;59;21635
09;2020-S29;0;68;69;22639
09;2020-S29;0;42;79;16403
09;2020-S29;0;40;89;10157
09;2020-S29;0;16;90;3269
09;2020-S29;0;537;0;152398
09;2020-S30;0;55;09;14332
09;2020-S30;1;63;19;16386
09;2020-S30;0;82;29;12982
09;2020-S30;0;81;39;15798
09;2020-S30;0;72;49;18797
09;2020-S30;0;63;59;21635
09;2020-S30;0;79;69;22639
09;2020-S30;0;53;79;16403
09;2020-S30;0;33;89;10157
09;2020-S30;1;13;90;3269
09;2020-S30;2;595;0;152398
09;2020-S31;0;45;09;14332
09;2020-S31;2;83;19;16386
09;2020-S31;1;109;29;12982
09;2020-S31;2;97;39;15798
09;2020-S31;0;110;49;18797
09;2020-S31;0;89;59;21635
09;2020-S31;0;93;69;22639
09;2020-S31;1;58;79;16403
09;2020-S31;1;40;89;10157
09;2020-S31;0;20;90;3269
09;2020-S31;7;745;0;152398
09;2020-S32;0;28;09;14332
09;2020-S32;3;105;19;16386
09;2020-S32;2;145;29;12982
09;2020-S32;0;125;39;15798
09;2020-S32;0;129;49;18797
09;2020-S32;0;126;59;21635
09;2020-S32;0;122;69;22639
09;2020-S32;0;73;79;16403
09;2020-S32;0;48;89;10157
09;2020-S32;0;21;90;3269
09;2020-S32;5;923;0;152398
09;2020-S33;1;25;09;14332
09;2020-S33;2;113;19;16386
09;2020-S33;0;156;29;12982
09;2020-S33;1;128;39;15798
09;2020-S33;0;112;49;18797
09;2020-S33;2;133;59;21635
09;2020-S33;1;114;69;22639
09;2020-S33;0;69;79;16403
09;2020-S33;0;41;89;10157
09;2020-S33;0;12;90;3269
09;2020-S33;7;903;0;152398
09;2020-S34;0;71;09;14332
09;2020-S34;10;156;19;16386
09;2020-S34;11;265;29;12982
09;2020-S34;4;189;39;15798
09;2020-S34;2;187;49;18797
09;2020-S34;2;188;59;21635
09;2020-S34;1;131;69;22639
09;2020-S34;1;109;79;16403
09;2020-S34;0;49;89;10157
09;2020-S34;0;19;90;3269
09;2020-S34;31;1367;0;152398
09;2020-S35;1;76;09;14332
09;2020-S35;7;250;19;16386
09;2020-S35;13;421;29;12982
09;2020-S35;4;297;39;15798
09;2020-S35;6;269;49;18797
09;2020-S35;6;290;59;21635
09;2020-S35;0;202;69;22639
09;2020-S35;2;116;79;16403
09;2020-S35;0;71;89;10157
09;2020-S35;0;17;90;3269
09;2020-S35;39;2010;0;152398
09;2020-S36;1;98;09;14332
09;2020-S36;11;241;19;16386
09;2020-S36;15;319;29;12982
09;2020-S36;7;290;39;15798
09;2020-S36;6;330;49;18797
09;2020-S36;13;300;59;21635
09;2020-S36;4;231;69;22639
09;2020-S36;2;166;79;16403
09;2020-S36;3;86;89;10157
09;2020-S36;0;27;90;3269
09;2020-S36;62;2092;0;152398
09;2020-S37;2;321;09;14332
09;2020-S37;7;367;19;16386
09;2020-S37;9;367;29;12982
09;2020-S37;9;410;39;15798
09;2020-S37;10;374;49;18797
09;2020-S37;9;337;59;21635
09;2020-S37;5;258;69;22639
09;2020-S37;2;185;79;16403
09;2020-S37;3;75;89;10157
09;2020-S37;2;35;90;3269
09;2020-S37;58;2731;0;152398
09;2020-S38;4;216;09;14332
09;2020-S38;37;646;19;16386
09;2020-S38;41;618;29;12982
09;2020-S38;5;526;39;15798
09;2020-S38;15;457;49;18797
09;2020-S38;16;417;59;21635
09;2020-S38;8;312;69;22639
09;2020-S38;12;244;79;16403
09;2020-S38;3;122;89;10157
09;2020-S38;3;54;90;3269
09;2020-S38;144;3614;0;152398
09;2020-S39;2;88;09;14332
09;2020-S39;34;480;19;16386
09;2020-S39;39;452;29;12982
09;2020-S39;12;389;39;15798
09;2020-S39;24;420;49;18797
09;2020-S39;25;432;59;21635
09;2020-S39;8;267;69;22639
09;2020-S39;5;193;79;16403
09;2020-S39;4;157;89;10157
09;2020-S39;7;119;90;3269
09;2020-S39;160;2999;0;152398
09;2020-S40;1;59;09;14332
09;2020-S40;23;375;19;16386
09;2020-S40;25;315;29;12982
09;2020-S40;18;286;39;15798
09;2020-S40;23;368;49;18797
09;2020-S40;23;372;59;21635
09;2020-S40;14;248;69;22639
09;2020-S40;10;179;79;16403
09;2020-S40;6;113;89;10157
09;2020-S40;5;62;90;3269
09;2020-S40;148;2377;0;152398
09;2020-S41;6;61;09;14332
09;2020-S41;46;367;19;16386
09;2020-S41;42;320;29;12982
09;2020-S41;21;320;39;15798
09;2020-S41;54;438;49;18797
09;2020-S41;40;422;59;21635
09;2020-S41;23;246;69;22639
09;2020-S41;27;219;79;16403
09;2020-S41;18;225;89;10157
09;2020-S41;11;153;90;3269
09;2020-S41;288;2774;0;152398
09;2020-S42;2;92;09;14332
09;2020-S42;63;591;19;16386
09;2020-S42;66;598;29;12982
09;2020-S42;43;627;39;15798
09;2020-S42;57;658;49;18797
09;2020-S42;91;658;59;21635
09;2020-S42;49;403;69;22639
09;2020-S42;32;285;79;16403
09;2020-S42;30;257;89;10157
09;2020-S42;20;201;90;3269
09;2020-S42;455;4376;0;152398
09;2020-S43;18;113;09;14332
09;2020-S43;35;501;19;16386
09;2020-S43;62;614;29;12982
09;2020-S43;64;686;39;15798
09;2020-S43;86;770;49;18797
09;2020-S43;84;760;59;21635
09;2020-S43;76;547;69;22639
09;2020-S43;46;362;79;16403
09;2020-S43;26;293;89;10157
09;2020-S43;25;185;90;3269
09;2020-S43;522;4834;0;152398
09;2020-S44;9;147;09;14332
09;2020-S44;40;469;19;16386
09;2020-S44;47;642;29;12982
09;2020-S44;75;729;39;15798
09;2020-S44;93;789;49;18797
09;2020-S44;75;829;59;21635
09;2020-S44;59;538;69;22639
09;2020-S44;48;368;79;16403
09;2020-S44;49;264;89;10157
09;2020-S44;24;137;90;3269
09;2020-S44;520;4915;0;152398
09;2020-S45;8;104;09;14332
09;2020-S45;43;489;19;16386
09;2020-S45;49;578;29;12982
09;2020-S45;45;638;39;15798
09;2020-S45;52;700;49;18797
09;2020-S45;59;792;59;21635
09;2020-S45;59;517;69;22639
09;2020-S45;34;369;79;16403
09;2020-S45;30;311;89;10157
09;2020-S45;15;212;90;3269
09;2020-S45;395;4712;0;152398
09;2020-S46;6;77;09;14332
09;2020-S46;17;393;19;16386
09;2020-S46;16;322;29;12982
09;2020-S46;21;395;39;15798
09;2020-S46;28;444;49;18797
09;2020-S46;19;462;59;21635
09;2020-S46;17;323;69;22639
09;2020-S46;14;276;79;16403
09;2020-S46;19;272;89;10157
09;2020-S46;11;188;90;3269
09;2020-S46;168;3154;0;152398
09;2020-S47;2;59;09;14332
09;2020-S47;7;235;19;16386
09;2020-S47;11;285;29;12982
09;2020-S47;10;348;39;15798
09;2020-S47;18;375;49;18797
09;2020-S47;16;475;59;21635
09;2020-S47;12;316;69;22639
09;2020-S47;11;283;79;16403
09;2020-S47;14;282;89;10157
09;2020-S47;4;205;90;3269
09;2020-S47;105;2864;0;152398
09;2020-S48;4;50;09;14332
09;2020-S48;13;216;19;16386
09;2020-S48;11;221;29;12982
09;2020-S48;14;271;39;15798
09;2020-S48;18;306;49;18797
09;2020-S48;8;377;59;21635
09;2020-S48;6;261;69;22639
09;2020-S48;6;209;79;16403
09;2020-S48;7;208;89;10157
09;2020-S48;11;153;90;3269
09;2020-S48;98;2276;0;152398
09;2020-S49;9;61;09;14332
09;2020-S49;9;187;19;16386
09;2020-S49;7;232;29;12982
09;2020-S49;20;284;39;15798
09;2020-S49;24;347;49;18797
09;2020-S49;19;343;59;21635
09;2020-S49;11;290;69;22639
09;2020-S49;5;241;79;16403
09;2020-S49;10;185;89;10157
09;2020-S49;13;118;90;3269
09;2020-S49;127;2289;0;152398
09;2020-S50;7;61;09;14332
09;2020-S50;10;241;19;16386
09;2020-S50;8;282;29;12982
09;2020-S50;15;372;39;15798
09;2020-S50;22;415;49;18797
09;2020-S50;18;421;59;21635
09;2020-S50;15;354;69;22639
09;2020-S50;6;282;79;16403
09;2020-S50;10;181;89;10157
09;2020-S50;7;76;90;3269
09;2020-S50;118;2687;0;152398
09;2020-S51;2;77;09;14332
09;2020-S51;12;300;19;16386
09;2020-S51;9;378;29;12982
09;2020-S51;15;506;39;15798
09;2020-S51;20;559;49;18797
09;2020-S51;13;573;59;21635
09;2020-S51;11;472;69;22639
09;2020-S51;9;297;79;16403
09;2020-S51;4;173;89;10157
09;2020-S51;3;78;90;3269
09;2020-S51;98;3414;0;152398
09;2020-S52;1;106;09;14332
09;2020-S52;15;496;19;16386
09;2020-S52;13;617;29;12982
09;2020-S52;10;711;39;15798
09;2020-S52;22;739;49;18797
09;2020-S52;18;734;59;21635
09;2020-S52;13;573;69;22639
09;2020-S52;7;383;79;16403
09;2020-S52;4;236;89;10157
09;2020-S52;1;105;90;3269
09;2020-S52;104;4704;0;152398
09;2020-S53;4;31;09;14332
09;2020-S53;16;255;19;16386
09;2020-S53;22;455;29;12982
09;2020-S53;20;421;39;15798
09;2020-S53;22;443;49;18797
09;2020-S53;20;526;59;21635
09;2020-S53;24;440;69;22639
09;2020-S53;11;272;79;16403
09;2020-S53;36;288;89;10157
09;2020-S53;32;214;90;3269
09;2020-S53;207;3345;0;152398
09;2021-S01;3;68;09;14332
09;2021-S01;79;506;19;16386
09;2021-S01;49;617;29;12982
09;2021-S01;40;653;39;15798
09;2021-S01;41;739;49;18797
09;2021-S01;37;825;59;21635
09;2021-S01;28;543;69;22639
09;2021-S01;24;391;79;16403
09;2021-S01;22;289;89;10157
09;2021-S01;10;197;90;3269
09;2021-S01;334;4832;0;152398
09;2021-S02;9;84;09;14332
09;2021-S02;24;485;19;16386
09;2021-S02;31;493;29;12982
09;2021-S02;29;571;39;15798
